userid,review,compound_score
2250,"Too many crashes, needs urgent updates.",0.2023
2251,Great customer support and easy to use.,0.8658
2252,Did not meet my expectations.,0.0
2253,"Average app, could use more features.",0.0
2254,Great customer support and easy to use.,0.8658
2255,"Very useful app, helped me a lot.",0.4927
2256,"Average app, could use more features.",0.0
2257,"Good experience overall, but UI can improve.",0.7003
2258,"Too many crashes, needs urgent updates.",0.2023
2259,"Not satisfied with performance, too many bugs.",-0.3252
2260,"Fantastic app, highly recommend!",0.7707
2261,Great customer support and easy to use.,0.8658
2262,Great customer support and easy to use.,0.8658
2263,"Not satisfied with performance, too many bugs.",-0.3252
2264,"Very useful app, helped me a lot.",0.4927
2265,"Not satisfied with performance, too many bugs.",-0.3252
2266,"Affordable and reliable, worth it.",0.2263
2267,"Average app, could use more features.",0.0
2268,"Excellent design, works smoothly.",0.5719
2269,"Not satisfied with performance, too many bugs.",-0.3252
2270,"Very useful app, helped me a lot.",0.4927
2271,"Too many crashes, needs urgent updates.",0.2023
2272,"Very useful app, helped me a lot.",0.4927
2273,"Very useful app, helped me a lot.",0.4927
2274,"Too many crashes, needs urgent updates.",0.2023
2275,"Average app, could use more features.",0.0
2276,"Too many crashes, needs urgent updates.",0.2023
2277,"Good experience overall, but UI can improve.",0.7003
2278,"Too many crashes, needs urgent updates.",0.2023
2279,"Good experience overall, but UI can improve.",0.7003
2280,"Not satisfied with performance, too many bugs.",-0.3252
2281,"Affordable and reliable, worth it.",0.2263
2282,Great customer support and easy to use.,0.8658
2283,Great customer support and easy to use.,0.8658
2284,"Fantastic app, highly recommend!",0.7707
2285,"Affordable and reliable, worth it.",0.2263
2286,Great customer support and easy to use.,0.8658
2287,"Good experience overall, but UI can improve.",0.7003
2288,"Good experience overall, but UI can improve.",0.7003
2289,"Affordable and reliable, worth it.",0.2263
2290,"Not satisfied with performance, too many bugs.",-0.3252
2291,"Very useful app, helped me a lot.",0.4927
2292,"Not satisfied with performance, too many bugs.",-0.3252
2293,"Affordable and reliable, worth it.",0.2263
2294,"Not satisfied with performance, too many bugs.",-0.3252
2295,"Fantastic app, highly recommend!",0.7707
2296,Great customer support and easy to use.,0.8658
2297,"Excellent design, works smoothly.",0.5719
2298,Great customer support and easy to use.,0.8658
2299,"Fantastic app, highly recommend!",0.7707
2300,"Very useful app, helped me a lot.",0.4927
2301,"Affordable and reliable, worth it.",0.2263
2302,"Average app, could use more features.",0.0
2303,"Average app, could use more features.",0.0
2304,Did not meet my expectations.,0.0
2305,"Affordable and reliable, worth it.",0.2263
2306,Great customer support and easy to use.,0.8658
2307,"Not satisfied with performance, too many bugs.",-0.3252
2308,"Very useful app, helped me a lot.",0.4927
2309,"Good experience overall, but UI can improve.",0.7003
2310,"Very useful app, helped me a lot.",0.4927
2311,"Fantastic app, highly recommend!",0.7707
2312,"Excellent design, works smoothly.",0.5719
2313,"Very useful app, helped me a lot.",0.4927
2314,"Too many crashes, needs urgent updates.",0.2023
2315,Great customer support and easy to use.,0.8658
2316,"Not satisfied with performance, too many bugs.",-0.3252
2317,"Excellent design, works smoothly.",0.5719
2318,"Affordable and reliable, worth it.",0.2263
2319,Did not meet my expectations.,0.0
2320,"Too many crashes, needs urgent updates.",0.2023
2321,"Too many crashes, needs urgent updates.",0.2023
2322,Great customer support and easy to use.,0.8658
2323,"Good experience overall, but UI can improve.",0.7003
2324,"Good experience overall, but UI can improve.",0.7003
2325,"Average app, could use more features.",0.0
2326,"Good experience overall, but UI can improve.",0.7003
2327,Did not meet my expectations.,0.0
2328,Great customer support and easy to use.,0.8658
2329,"Fantastic app, highly recommend!",0.7707
2330,"Very useful app, helped me a lot.",0.4927
2331,"Excellent design, works smoothly.",0.5719
2332,"Not satisfied with performance, too many bugs.",-0.3252
2333,"Fantastic app, highly recommend!",0.7707
2334,Great customer support and easy to use.,0.8658
2335,"Very useful app, helped me a lot.",0.4927
2336,"Average app, could use more features.",0.0
2337,"Too many crashes, needs urgent updates.",0.2023
2338,"Affordable and reliable, worth it.",0.2263
2339,Great customer support and easy to use.,0.8658
2340,Great customer support and easy to use.,0.8658
2341,"Too many crashes, needs urgent updates.",0.2023
2342,Great customer support and easy to use.,0.8658
2343,Did not meet my expectations.,0.0
2344,"Affordable and reliable, worth it.",0.2263
2345,"Average app, could use more features.",0.0
2346,"Very useful app, helped me a lot.",0.4927
2347,"Affordable and reliable, worth it.",0.2263
2348,"Good experience overall, but UI can improve.",0.7003
2349,"Not satisfied with performance, too many bugs.",-0.3252
2350,"Fantastic app, highly recommend!",0.7707
2351,"Excellent design, works smoothly.",0.5719
2352,"Very useful app, helped me a lot.",0.4927
2353,"Affordable and reliable, worth it.",0.2263
2354,Did not meet my expectations.,0.0
2355,"Average app, could use more features.",0.0
2356,"Very useful app, helped me a lot.",0.4927
2357,"Too many crashes, needs urgent updates.",0.2023
2358,"Not satisfied with performance, too many bugs.",-0.3252
2359,"Good experience overall, but UI can improve.",0.7003
2360,"Good experience overall, but UI can improve.",0.7003
2361,Did not meet my expectations.,0.0
2362,"Good experience overall, but UI can improve.",0.7003
2363,"Excellent design, works smoothly.",0.5719
2364,Did not meet my expectations.,0.0
2365,Great customer support and easy to use.,0.8658
2366,Did not meet my expectations.,0.0
2367,"Average app, could use more features.",0.0
2368,"Very useful app, helped me a lot.",0.4927
2369,"Fantastic app, highly recommend!",0.7707
2370,"Fantastic app, highly recommend!",0.7707
2371,"Fantastic app, highly recommend!",0.7707
2372,Did not meet my expectations.,0.0
2373,"Fantastic app, highly recommend!",0.7707
2374,"Good experience overall, but UI can improve.",0.7003
2375,Great customer support and easy to use.,0.8658
2376,"Excellent design, works smoothly.",0.5719
2377,"Very useful app, helped me a lot.",0.4927
2378,"Very useful app, helped me a lot.",0.4927
2379,"Good experience overall, but UI can improve.",0.7003
3034,Great customer support and easy to use.,0.8658
3039,"Affordable and reliable, worth it.",0.2263
3041,"Good experience overall, but UI can improve.",0.7003
3044,"Fantastic app, highly recommend!",0.7707
3049,"Fantastic app, highly recommend!",0.7707
3052,"Fantastic app, highly recommend!",0.7707
3053,"Average app, could use more features.",0.0
3054,"Very useful app, helped me a lot.",0.4927
3057,"Average app, could use more features.",0.0
3058,"Too many crashes, needs urgent updates.",0.2023
3060,"Fantastic app, highly recommend!",0.7707
3066,"Fantastic app, highly recommend!",0.7707
3069,"Very useful app, helped me a lot.",0.4927
3077,"Good experience overall, but UI can improve.",0.7003
3078,"Excellent design, works smoothly.",0.5719
3085,"Fantastic app, highly recommend!",0.7707
3091,"Affordable and reliable, worth it.",0.2263
3095,"Too many crashes, needs urgent updates.",0.2023
3098,"Good experience overall, but UI can improve.",0.7003
3104,"Good experience overall, but UI can improve.",0.7003
3106,"Very useful app, helped me a lot.",0.4927
3108,"Excellent design, works smoothly.",0.5719
3110,"Average app, could use more features.",0.0
3112,"Fantastic app, highly recommend!",0.7707
3122,Did not meet my expectations.,0.0
3126,"Average app, could use more features.",0.0
3134,"Average app, could use more features.",0.0
3136,"Average app, could use more features.",0.0
3138,"Affordable and reliable, worth it.",0.2263
3139,"Excellent design, works smoothly.",0.5719
3140,"Too many crashes, needs urgent updates.",0.2023
3141,"Too many crashes, needs urgent updates.",0.2023
3148,"Too many crashes, needs urgent updates.",0.2023
3149,"Not satisfied with performance, too many bugs.",-0.3252
3152,"Excellent design, works smoothly.",0.5719
3161,Great customer support and easy to use.,0.8658
3163,Great customer support and easy to use.,0.8658
3165,"Average app, could use more features.",0.0
3167,"Not satisfied with performance, too many bugs.",-0.3252
3168,"Good experience overall, but UI can improve.",0.7003
3169,"Good experience overall, but UI can improve.",0.7003
3172,"Not satisfied with performance, too many bugs.",-0.3252
3175,"Very useful app, helped me a lot.",0.4927
3177,"Average app, could use more features.",0.0
3178,"Affordable and reliable, worth it.",0.2263
3184,"Average app, could use more features.",0.0
3185,"Fantastic app, highly recommend!",0.7707
3189,"Fantastic app, highly recommend!",0.7707
3190,"Affordable and reliable, worth it.",0.2263
3192,Did not meet my expectations.,0.0
3193,"Good experience overall, but UI can improve.",0.7003
3196,"Excellent design, works smoothly.",0.5719
3200,"Not satisfied with performance, too many bugs.",-0.3252
3203,"Very useful app, helped me a lot.",0.4927
3209,"Average app, could use more features.",0.0
3210,"Good experience overall, but UI can improve.",0.7003
3220,"Very useful app, helped me a lot.",0.4927
3225,"Average app, could use more features.",0.0
3226,"Affordable and reliable, worth it.",0.2263
3228,"Average app, could use more features.",0.0
3231,"Excellent design, works smoothly.",0.5719
3232,"Affordable and reliable, worth it.",0.2263
3233,Did not meet my expectations.,0.0
3235,"Average app, could use more features.",0.0
3237,Did not meet my expectations.,0.0
3242,"Very useful app, helped me a lot.",0.4927
3243,"Average app, could use more features.",0.0
3244,"Good experience overall, but UI can improve.",0.7003
3246,"Not satisfied with performance, too many bugs.",-0.3252
3248,"Affordable and reliable, worth it.",0.2263
3249,"Average app, could use more features.",0.0
3250,"Not satisfied with performance, too many bugs.",-0.3252
3251,Did not meet my expectations.,0.0
3256,Did not meet my expectations.,0.0
